PC Name	User Name	Time Stamp	Active Process Name	Event Classification	KeyCode	Mouse Coordinates X	Mouse Coordinates Y
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:02.150	Explorer.EXE	mouse_move		0	0
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:03.273	Explorer.EXE	mouse_move		49	41
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:03.429	Explorer.EXE	Left_Click		49	43
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:03.445	Explorer.EXE	mouse_move		49	43
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:03.632	Explorer.EXE	Left_Click		49	44
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:03.647	Explorer.EXE	mouse_move		49	44
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:03.975	Explorer.EXE	mouse_move		49	45
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:04.256	Explorer.EXE	mouse_move		49	46
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:08.842	LOGIN_CONTROL_SECURE.exe	mouse_move		34	47
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:10.106	LOGIN_CONTROL_SECURE.exe	key_press	num		
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:10.246	LOGIN_CONTROL_SECURE.exe	key_press	num		
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:10.480	LOGIN_CONTROL_SECURE.exe	key_press	num		
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:10.777	LOGIN_CONTROL_SECURE.exe	key_press	num		
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:11.214	LOGIN_CONTROL_SECURE.exe	key_press	num		
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:11.416	LOGIN_CONTROL_SECURE.exe	key_press	num		
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:11.838	LOGIN_CONTROL_SECURE.exe	key_press	13		
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:13.226	LOGIN_CONTROL_SECURE.exe	mouse_move		190	46
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:14.427	LOGIN_CONTROL_SECURE.exe	mouse_move		913	368
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:14.661	LOGIN_CONTROL_SECURE.exe	Left_Click		913	369
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:14.895	LOGIN_CONTROL_SECURE.exe	Left_Click		913	369
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:15.395	LOGIN_CONTROL_SECURE.exe	mouse_move		913	369
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:15.987	LOGIN_CONTROL_SECURE.exe	Left_Click		771	431
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:16.019	LOGIN_CONTROL_SECURE.exe	mouse_move		771	431
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:16.253	LOGIN_CONTROL_SECURE.exe	Left_Click		771	432
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:16.393	LOGIN_CONTROL_SECURE.exe	mouse_move		771	432
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:16.658	LOGIN_CONTROL_SECURE.exe	mouse_move		770	432
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:17.438	LOGIN_CONTROL_SECURE.exe	mouse_move		1106	777
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:17.454	LOGIN_CONTROL_SECURE.exe	Left_Click		1107	777
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:17.485	LOGIN_CONTROL_SECURE.exe	mouse_move		1107	777
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:18.483	LOGIN_CONTROL_SECURE.exe	Left_Click		941	611
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:18.624	LOGIN_CONTROL_SECURE.exe	mouse_move		941	611
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:19.217	LOGIN_CONTROL_SECURE.exe	mouse_move		1046	427
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:23.101	LOGIN_CONTROL_SECURE.exe	mouse_move		1038	478
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:24.412	LOGIN_CONTROL_SECURE.exe	mouse_move		1030	550
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:24.552	LOGIN_CONTROL_SECURE.exe	mouse_move		1029	549
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:24.817	LOGIN_CONTROL_SECURE.exe	Left_Click		1025	543
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:24.833	LOGIN_CONTROL_SECURE.exe	mouse_move		1025	543
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:25.956	LOGIN_CONTROL_SECURE.exe	mouse_move		1176	323
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:26.128	proSmtcStar_v1.4.3.5.exe	Left_Click		1238	289
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:26.237	proSmtcStar_v1.4.3.5.exe	mouse_move		1238	289
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:26.502	proSmtcStar_v1.4.3.5.exe	mouse_move		1239	289
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:27.578	proSmtcStar_v1.4.3.5.exe	mouse_move		363	1057
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:28.031	proSmtcStar_v1.4.3.5.exe	mouse_move		338	1057
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:28.577	proSmtcStar_v1.4.3.5.exe	mouse_move		331	1055
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:29.045	proSmtcStar_v1.4.3.5.exe	Left_Click		276	1048
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:29.482	LOGIN_CONTROL_SECURE.exe	mouse_move		278	1048
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:30.527	LOGIN_CONTROL_SECURE.exe	Left_Click		1222	216
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:30.636	proSmtcStar_v1.4.3.5.exe	mouse_move		1222	216
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:30.855	proSmtcStar_v1.4.3.5.exe	mouse_move		1221	215
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:31.354	proSmtcStar_v1.4.3.5.exe	Left_Click		1272	198
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:31.369	proSmtcStar_v1.4.3.5.exe	mouse_move		1272	198
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:31.510	proSmtcStar_v1.4.3.5.exe	mouse_move		1273	202
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:32.555	proSmtcStar_v1.4.3.5.exe	Left_Click		1275	297
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:32.617	proSmtcStar_v1.4.3.5.exe	mouse_move		1275	297
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:33.273	proSmtcStar_v1.4.3.5.exe	Left_Click		635	403
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:33.351	proSmtcStar_v1.4.3.5.exe	mouse_move		635	403
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:34.021	proSmtcStar_v1.4.3.5.exe	Left_Click		817	455
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:34.084	proSmtcStar_v1.4.3.5.exe	mouse_move		817	455
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:34.474	proSmtcStar_v1.4.3.5.exe	mouse_move		874	477
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:35.519	proSmtcStar_v1.4.3.5.exe	Left_Click		808	411
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:35.550	proSmtcStar_v1.4.3.5.exe	mouse_move		808	411
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:35.737	proSmtcStar_v1.4.3.5.exe	Left_Click		810	408
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:36.408	proSmtcStar_v1.4.3.5.exe	mouse_move		810	408
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:36.705	proSmtcStar_v1.4.3.5.exe	Left_Click		810	419
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:37.126	proSmtcStar_v1.4.3.5.exe	mouse_move		810	419
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:37.141	proSmtcStar_v1.4.3.5.exe	Left_Click		811	419
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:38.109	proSmtcStar_v1.4.3.5.exe	mouse_move		811	419
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:38.390	proSmtcStar_v1.4.3.5.exe	mouse_move		1058	475
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:49.715	proSmtcStar_v1.4.3.5.exe	mouse_move		1053	439
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:51.416	proSmtcStar_v1.4.3.5.exe	mouse_move		1023	0
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:52.851	proSmtcStar_v1.4.3.5.exe	mouse_move		836	197
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:52.898	proSmtcStar_v1.4.3.5.exe	Left_Click		836	196
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:53.038	proSmtcStar_v1.4.3.5.exe	mouse_move		836	196
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:53.101	proSmtcStar_v1.4.3.5.exe	Left_Click		835	195
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:53.241	proSmtcStar_v1.4.3.5.exe	mouse_move		835	195
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:53.850	proSmtcStar_v1.4.3.5.exe	mouse_move		835	193
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:54.177	proSmtcStar_v1.4.3.5.exe	mouse_move		916	593
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:55.332	proSmtcStar_v1.4.3.5.exe	mouse_move		871	218
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:55.597	proSmtcStar_v1.4.3.5.exe	mouse_move		871	219
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:55.628	proSmtcStar_v1.4.3.5.exe	Left_Click		870	219
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:55.644	proSmtcStar_v1.4.3.5.exe	mouse_move		870	219
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:55.815	proSmtcStar_v1.4.3.5.exe	Left_Click		869	219
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:55.831	proSmtcStar_v1.4.3.5.exe	mouse_move		869	219
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:56.065	proSmtcStar_v1.4.3.5.exe	Left_Click		868	219
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:56.112	proSmtcStar_v1.4.3.5.exe	mouse_move		868	219
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:56.767	proSmtcStar_v1.4.3.5.exe	mouse_move		868	221
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:57.079	proSmtcStar_v1.4.3.5.exe	mouse_move		866	249
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:57.266	proSmtcStar_v1.4.3.5.exe	mouse_move		870	242
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:57.391	proSmtcStar_v1.4.3.5.exe	Left_Click		871	238
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:57.438	proSmtcStar_v1.4.3.5.exe	mouse_move		871	238
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:57.625	proSmtcStar_v1.4.3.5.exe	Left_Click		871	238
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:57.843	proSmtcStar_v1.4.3.5.exe	Left_Click		871	238
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:58.264	proSmtcStar_v1.4.3.5.exe	mouse_move		871	238
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:58.561	proSmtcStar_v1.4.3.5.exe	mouse_move		871	212
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:58.842	proSmtcStar_v1.4.3.5.exe	Left_Click		869	198
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:59.107	proSmtcStar_v1.4.3.5.exe	Left_Click		869	198
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:59.778	proSmtcStar_v1.4.3.5.exe	mouse_move		869	198
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:34:59.996	proSmtcStar_v1.4.3.5.exe	mouse_move		846	214
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:35:00.963	proSmtcStar_v1.4.3.5.exe	Left_Click		845	216
A17PCH012-S1TS	yoshimasa.mizuguchi	2018/11/20 12:35:01.213	proSmtcStar_v1.4.3.5.exe	Left_Click		845	216
